id,scenario_run_id,session_id,perceived_friction,trust_score,warning_helpful,submitted_at
e5d33cc5-2b3f-4030-92c3-5b19fbf18848,76339ca3-7fb8-4673-b98e-d9c250720057,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,6,3,False,2025-03-04T16:13:06.020643
4424116f-d19b-4480-a8e0-e86acf56d0fe,7f477968-5711-496e-8323-80dc4f1d6b79,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,6,2,False,2025-03-04T16:17:14.478525
a038fdea-9922-4ee4-baaa-762ab587b330,9e515126-7233-42da-b0c8-e67d7d34a262,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,6,3,True,2025-03-05T17:01:18.047700
78017709-4ff2-43b6-b0c4-0d70090191d0,82a47fe5-c133-4d63-b1ce-d151ba7c2833,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,7,2,True,2025-03-05T17:05:16.521711
432fb4f9-a0cb-444e-8517-48caaea67dd8,61365998-1a75-468c-89b8-bee5ea346593,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,5,1,True,2025-03-05T17:08:48.625010
b2ab7336-2115-4051-ba5a-917e9b79545f,bd655b65-0589-4b5b-b517-3c80fb12e9f1,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,5,2,True,2025-03-05T17:13:23.981877
5179de00-883e-4e19-bf9d-0594b6731161,9b22b428-f0b9-4031-aa1a-b5207e764755,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,7,3,True,2025-03-05T17:17:38.050760
46c35e3e-f360-4acb-b9d5-c4775889ea26,09983f2b-f6fb-4903-9eec-1cecdec4e97b,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,6,3,True,2025-03-05T18:01:43.105177
dc8eb23e-448e-4e07-b156-3c6d8a82ef9d,432b7676-7e09-4c9c-bae8-0a7dc743d5c4,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,6,3,True,2025-03-05T18:05:42.961418
3b561430-097b-404e-80ff-6ba76b2730c2,ac36e187-37d3-434b-b806-b45900a8f818,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,7,4,False,2025-03-05T18:09:37.453301
b8276d2a-5338-414f-9d73-7c6dadc077b8,52e52e2e-7f70-4453-ae0c-6cd3252eea09,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,6,2,False,2025-03-05T18:13:50.452764
237a623a-abcb-409b-8e8e-83e1edbaa3af,c3189c03-4813-4b9b-8a67-b6dcc2a9cacb,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,7,3,True,2025-03-05T18:17:33.548896
