id,session_id,scenario_type,scenario_order,risk_score,warning_level,outcome,started_at,completed_at
e3d7f206-4a6c-4b1a-882e-6c8a9d7058aa,d9d06993-58f9-4351-9291-53d7adcfadf8,UNUSUAL_DOWNLOAD,4,0.827,HIGH,COMPLETED_SAFE,2025-03-02T11:16:00,2025-03-02T11:16:26.757974
3e3ac802-b2fc-4b7c-95c3-97eedb8107ff,19964231-e628-4adf-b644-0ac3c14faf12,PHISHING,0,0.889,HIGH,COMPLETED_SAFE,2025-03-02T12:00:00,2025-03-02T12:01:01.787236
ed0d7f46-d324-4802-9d6e-f98eca1a89a1,19964231-e628-4adf-b644-0ac3c14faf12,NEW_DEVICE,1,0.981,HIGH,BYPASSED,2025-03-02T12:04:00,2025-03-02T12:04:23.921744
30cfb32b-e3ab-47b5-a1de-40e59062815d,19964231-e628-4adf-b644-0ac3c14faf12,FILE_SHARE,2,0.919,HIGH,BYPASSED,2025-03-02T12:08:00,2025-03-02T12:09:02.931703
fb063c58-81b3-4d79-aedf-e21bd11fa72d,19964231-e628-4adf-b644-0ac3c14faf12,WIFI_ACCESS,3,0.757,HIGH,COMPLETED_SAFE,2025-03-02T12:12:00,2025-03-02T12:12:42.172001
a1fcd10d-a85b-4dac-91d0-7eb301cfcd54,19964231-e628-4adf-b644-0ac3c14faf12,UNUSUAL_DOWNLOAD,4,0.951,HIGH,ABANDONED,2025-03-02T12:16:00,2025-03-02T12:16:53.196444
e5a26905-eb07-4c82-b5a2-300fd3930987,1ff600a8-2e93-4773-988d-bef0dc8f03b0,PHISHING,0,0.827,HIGH,ABANDONED,2025-03-03T13:00:00,2025-03-03T13:01:17.920696
d2678bc7-0bf9-49cb-8895-21f8c500c36a,1ff600a8-2e93-4773-988d-bef0dc8f03b0,NEW_DEVICE,1,0.924,HIGH,COMPLETED_SAFE,2025-03-03T13:04:00,2025-03-03T13:04:50.373777
1ca4b7ea-1305-4096-9f5e-16c6748ba7da,1ff600a8-2e93-4773-988d-bef0dc8f03b0,FILE_SHARE,2,0.879,HIGH,BYPASSED,2025-03-03T13:08:00,2025-03-03T13:08:55.844485
4f487734-9973-4c3f-beb3-5fdff3931a3a,1ff600a8-2e93-4773-988d-bef0dc8f03b0,WIFI_ACCESS,3,0.857,HIGH,ABANDONED,2025-03-03T13:12:00,2025-03-03T13:12:42.207863
ce186789-8044-4fc8-b332-8bb58edf61f4,1ff600a8-2e93-4773-988d-bef0dc8f03b0,UNUSUAL_DOWNLOAD,4,0.795,HIGH,BYPASSED,2025-03-03T13:16:00,2025-03-03T13:17:12.895981
1b6f0e21-5bdf-425e-8f02-52eee6488a0c,87abf598-c2fa-432b-803c-20075d738060,PHISHING,0,0.884,HIGH,ABANDONED,2025-03-03T14:00:00,2025-03-03T14:00:30.727953
57f4325c-f85c-4a51-84b9-a94ae57c3340,87abf598-c2fa-432b-803c-20075d738060,NEW_DEVICE,1,0.74,HIGH,COMPLETED_SAFE,2025-03-03T14:04:00,2025-03-03T14:05:12.873886
8ec48def-f50b-4f41-bd15-13fbea0b734d,87abf598-c2fa-432b-803c-20075d738060,FILE_SHARE,2,0.972,HIGH,BYPASSED,2025-03-03T14:08:00,2025-03-03T14:08:44.473390
dbf6e33b-b271-4c74-8338-306349d45d1a,87abf598-c2fa-432b-803c-20075d738060,WIFI_ACCESS,3,0.779,HIGH,BYPASSED,2025-03-03T14:12:00,2025-03-03T14:12:36.977249
e23d9bf9-4051-4b58-b480-0ad344b9ab46,87abf598-c2fa-432b-803c-20075d738060,UNUSUAL_DOWNLOAD,4,0.875,HIGH,COMPLETED_SAFE,2025-03-03T14:16:00,2025-03-03T14:16:42.166926
a25fc1ca-4b28-4c6d-bc4f-39fa071ec161,c1ffacd1-36ff-4937-853b-e246ad3653b0,PHISHING,0,0.746,HIGH,ABANDONED,2025-03-04T15:00:00,2025-03-04T15:01:27.457028
6393d2fb-3ab5-49ba-9f77-b66717c5cdac,c1ffacd1-36ff-4937-853b-e246ad3653b0,NEW_DEVICE,1,0.941,HIGH,BYPASSED,2025-03-04T15:04:00,2025-03-04T15:04:38.882724
d96dde36-94f3-4316-bdbe-a04e5ea2359d,c1ffacd1-36ff-4937-853b-e246ad3653b0,FILE_SHARE,2,0.767,HIGH,BYPASSED,2025-03-04T15:08:00,2025-03-04T15:08:40.114715
0368383e-ccd5-4868-a9bc-b06f3e3af75c,c1ffacd1-36ff-4937-853b-e246ad3653b0,WIFI_ACCESS,3,0.99,HIGH,COMPLETED_SAFE,2025-03-04T15:12:00,2025-03-04T15:13:10.042866
cb6c4c29-9562-4573-8e29-e9845f2233fe,c1ffacd1-36ff-4937-853b-e246ad3653b0,UNUSUAL_DOWNLOAD,4,0.754,HIGH,ABANDONED,2025-03-04T15:16:00,2025-03-04T15:16:54.163376
b336b6a4-ff52-497c-9a32-d63351dec8b4,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,PHISHING,0,0.916,HIGH,BYPASSED,2025-03-04T16:00:00,2025-03-04T16:00:44.910319
319c0b59-e140-449e-8e16-ed2d468017de,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,NEW_DEVICE,1,0.954,HIGH,BYPASSED,2025-03-04T16:04:00,2025-03-04T16:04:50.185136
c4d3f33c-48be-4091-9780-1f25a14d95a9,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,FILE_SHARE,2,0.903,HIGH,ABANDONED,2025-03-04T16:08:00,2025-03-04T16:09:08.484121
76339ca3-7fb8-4673-b98e-d9c250720057,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,WIFI_ACCESS,3,0.874,HIGH,BYPASSED,2025-03-04T16:12:00,2025-03-04T16:12:36.020643
7f477968-5711-496e-8323-80dc4f1d6b79,7ebf92a2-9ffc-4079-bf0d-c3c40dba441f,UNUSUAL_DOWNLOAD,4,0.855,HIGH,BYPASSED,2025-03-04T16:16:00,2025-03-04T16:16:44.478525
9e515126-7233-42da-b0c8-e67d7d34a262,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,PHISHING,0,0.889,HIGH,COMPLETED_SAFE,2025-03-05T17:00:00,2025-03-05T17:00:48.047700
82a47fe5-c133-4d63-b1ce-d151ba7c2833,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,NEW_DEVICE,1,0.753,HIGH,ABANDONED,2025-03-05T17:04:00,2025-03-05T17:04:46.521711
61365998-1a75-468c-89b8-bee5ea346593,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,FILE_SHARE,2,0.9,HIGH,ABANDONED,2025-03-05T17:08:00,2025-03-05T17:08:18.625010
bd655b65-0589-4b5b-b517-3c80fb12e9f1,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,WIFI_ACCESS,3,0.969,HIGH,BYPASSED,2025-03-05T17:12:00,2025-03-05T17:12:53.981877
9b22b428-f0b9-4031-aa1a-b5207e764755,c02c8ea3-f0f3-4f94-9cf8-699aa340f46d,UNUSUAL_DOWNLOAD,4,0.888,HIGH,COMPLETED_SAFE,2025-03-05T17:16:00,2025-03-05T17:17:08.050760
09983f2b-f6fb-4903-9eec-1cecdec4e97b,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,PHISHING,0,0.971,HIGH,BYPASSED,2025-03-05T18:00:00,2025-03-05T18:01:13.105177
432b7676-7e09-4c9c-bae8-0a7dc743d5c4,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,NEW_DEVICE,1,0.926,HIGH,BYPASSED,2025-03-05T18:04:00,2025-03-05T18:05:12.961418
ac36e187-37d3-434b-b806-b45900a8f818,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,FILE_SHARE,2,0.709,HIGH,COMPLETED_SAFE,2025-03-05T18:08:00,2025-03-05T18:09:07.453301
52e52e2e-7f70-4453-ae0c-6cd3252eea09,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,WIFI_ACCESS,3,0.818,HIGH,BYPASSED,2025-03-05T18:12:00,2025-03-05T18:13:20.452764
c3189c03-4813-4b9b-8a67-b6dcc2a9cacb,f5508c07-a0c3-4dbf-9e39-e13abc50fe45,UNUSUAL_DOWNLOAD,4,0.928,HIGH,COMPLETED_SAFE,2025-03-05T18:16:00,2025-03-05T18:17:03.548896
