id,scenario_run_id,session_id,perceived_friction,trust_score,warning_helpful,submitted_at
05fbfa59-bb6b-48d8-a666-a410ca915f8c,262a6d9c-646c-4f56-afd5-6d5bb02e15b9,30e921b5-7503-4b00-9b0b-cd5f3314ee16,4,4,True,2025-03-03T13:17:30.940093
5e7f7ccc-898d-4592-a6f8-c22a2255ad49,baabc5e9-7f14-4ca0-a6a1-00e4660c8823,3e921ba2-2ec2-4913-9713-17856ed131c4,5,5,False,2025-03-03T14:00:59.158689
c93e9697-aa9d-4f39-baa0-ec3c6b6dfdda,349d2e0f-66f0-438e-9230-f40cbe24e384,3e921ba2-2ec2-4913-9713-17856ed131c4,1,5,,2025-03-03T14:05:26.860769
2512c559-2d1d-431c-a7bb-21a056a11d23,8f654ebc-8a41-4d56-9975-1d6dc5b4c997,3e921ba2-2ec2-4913-9713-17856ed131c4,5,3,False,2025-03-03T14:08:52.456079
933bc93e-17bc-49ee-ad45-479d9b3fca47,48c0091f-7bf7-4e89-88fc-0e81471d63e1,3e921ba2-2ec2-4913-9713-17856ed131c4,5,6,False,2025-03-03T14:14:01.324032
3ea287f8-9c63-4e05-8363-97ff09f9262e,c5e24024-9cd3-42c2-9299-c929e98cacb9,3e921ba2-2ec2-4913-9713-17856ed131c4,5,4,True,2025-03-03T14:17:30.705663
82f2404d-c374-4e2f-b729-41788d8388e1,1e782f7d-9045-4825-a2f6-1f3f872f7bb6,acead345-9b99-4eb8-accc-ace463359a79,5,4,False,2025-03-04T15:01:19.376675
ca9dd5c2-7d1e-41e7-b076-a39da8ac7cf1,bfd37b60-3825-4829-9e51-74a40a05b529,acead345-9b99-4eb8-accc-ace463359a79,2,5,True,2025-03-04T15:05:23.693295
37859e50-573e-4793-90c9-3d6deadf770c,3d8db45b-2b5a-4bee-80d1-a014dab84d25,acead345-9b99-4eb8-accc-ace463359a79,4,3,True,2025-03-04T15:09:28.418443
a720ee51-c472-4e59-84ac-d3e6a33a0af5,802a6e41-20e9-4748-992f-3a34caf963e9,acead345-9b99-4eb8-accc-ace463359a79,2,3,,2025-03-04T15:13:12.405205
7443bcb8-4b06-46c9-98ac-5d002ef92351,302b59f0-82c0-4301-a37b-722562c47033,acead345-9b99-4eb8-accc-ace463359a79,5,4,False,2025-03-04T15:17:32.519083
f7e66fd1-8924-46a9-9016-b5497f9e3640,911ee37a-8736-4a2e-b008-e20502ef6865,ce45e023-eb19-41fb-8a07-521a4426e62b,5,3,True,2025-03-04T16:01:48.544837
f39bf3e5-fe07-4ffe-8872-4ebd4ea7e48a,0c0fb763-6e31-41b1-8bbc-98ebd4fed034,ce45e023-eb19-41fb-8a07-521a4426e62b,3,5,False,2025-03-04T16:04:46.208014
6c3bef92-130a-47fa-b56b-963a375cc16a,d36a4420-21af-4b33-a458-ebdfc4ca0b75,ce45e023-eb19-41fb-8a07-521a4426e62b,2,4,,2025-03-04T16:09:05.953200
a05f30bc-29a2-44f1-ad99-a56e4f7e1e8a,3fdc0aae-5d69-46c6-9bf0-58e47d1b26fc,ce45e023-eb19-41fb-8a07-521a4426e62b,3,3,True,2025-03-04T16:13:56.833389
8453133b-ce2d-4dd7-80a8-59a32fd1be51,828d6101-c82c-478c-b8f8-5637637bd56e,ce45e023-eb19-41fb-8a07-521a4426e62b,5,4,False,2025-03-04T16:17:24.109297
5dcd8b31-afec-4ee3-8650-b5208a3d5a61,1a4c5b81-8360-425d-af49-b40cf4f796f4,ac74118b-411b-4be3-8df1-febb3b4ad173,4,3,True,2025-03-05T17:01:34.432268
913b02d7-aac8-49e1-b46a-75f351e39c87,f061458d-33a9-4cba-904e-46a6b3ce15ee,ac74118b-411b-4be3-8df1-febb3b4ad173,2,6,,2025-03-05T17:05:06.672881
58d7140f-c7b8-4d22-b70f-d0a5772c2866,6f38dbce-665f-4fd4-a8a8-e2599947a8ff,ac74118b-411b-4be3-8df1-febb3b4ad173,6,4,True,2025-03-05T17:09:13.096904
b894cc59-c02f-47b1-8e71-d0da682ae7dd,2b99597a-d6b9-40c5-a658-c01ae0e48688,ac74118b-411b-4be3-8df1-febb3b4ad173,5,2,True,2025-03-05T17:13:07.977409
32ddcdb7-d033-4981-8d70-e91a0d327d03,579974fe-7f36-4400-8925-efdf0df68e51,ac74118b-411b-4be3-8df1-febb3b4ad173,4,4,True,2025-03-05T17:17:17.623999
e55c22eb-e2b0-41cf-8ab1-0148f39fe806,157b48a2-6093-42e7-8fa1-94505425d9bc,236433f5-4b58-42ca-a045-7ff732826e23,6,5,True,2025-03-05T18:01:28.832647
a64ace14-568f-4d5c-8702-42d141085497,a68b67af-7454-468c-9d42-2b5b30b4e0b5,236433f5-4b58-42ca-a045-7ff732826e23,4,2,True,2025-03-05T18:05:18.488815
bfec4f0e-293c-43fa-b4d9-9946e48f5c10,6840bf53-1461-49ec-83b1-30a4ff6b0fb4,236433f5-4b58-42ca-a045-7ff732826e23,7,4,True,2025-03-05T18:09:31.611514
35fd4a5b-520a-46b7-b230-058c31932046,3da7ba36-4466-47d9-93d5-14b1942352f5,236433f5-4b58-42ca-a045-7ff732826e23,1,6,,2025-03-05T18:13:41.096432
cfd137aa-a0d0-4e78-8b63-70ee89681573,9ecf1328-4c20-47f7-8f8c-1dbb1cdcb9ad,236433f5-4b58-42ca-a045-7ff732826e23,3,5,False,2025-03-05T18:17:45.917104
9b363078-1060-4aa0-aed9-af5dfc233cb4,93c13c7a-708d-4453-9660-f6aa40052ee0,89034812-6122-49ee-a74b-80c69ebadf61,4,5,False,2025-03-06T19:01:56.212517
eb9ec4c8-9b07-40f7-a3a6-c427fb5c2a2f,afcad967-eda1-4f7d-b439-6dfe18d2c070,89034812-6122-49ee-a74b-80c69ebadf61,5,3,False,2025-03-06T19:05:00.635919
e9137465-77fa-411b-baba-4e18c4164623,84560abc-32a9-442a-9ffe-016ae7d42d3a,89034812-6122-49ee-a74b-80c69ebadf61,4,5,False,2025-03-06T19:08:56.982706
5863ce91-8041-4bb4-ae04-092f1d76b4b9,6ade127d-5c06-4404-b279-ce32a801e282,89034812-6122-49ee-a74b-80c69ebadf61,2,5,,2025-03-06T19:13:27.233356
def8870d-0c61-4e22-a35e-72da8323d9fe,af5898bb-9acd-4795-95b2-826cb5a4ff96,89034812-6122-49ee-a74b-80c69ebadf61,4,3,True,2025-03-06T19:17:45.037436
32ca6af4-1387-4696-a1e5-a98591b78992,97e72fce-0506-4489-9bcc-1709b16fa16d,887aef64-c143-4b13-b465-d7243f5bace6,4,3,True,2025-03-06T20:01:49.212246
29ca5826-2dfd-4d6b-b301-3e46acc5b5b7,3b339947-11af-4ee0-babc-c90426bc4ce1,887aef64-c143-4b13-b465-d7243f5bace6,4,5,False,2025-03-06T20:05:27.449173
794b07e2-f277-43fc-b9e7-d8c9c6752085,64b99942-e1d1-43b7-800a-17d1612d42d1,887aef64-c143-4b13-b465-d7243f5bace6,5,5,True,2025-03-06T20:09:28.263268
31bc4e8c-47dd-40a9-8c73-08da0fae4a0d,4c2a4277-27d8-4a29-92f8-3d133834d0c7,887aef64-c143-4b13-b465-d7243f5bace6,4,3,True,2025-03-06T20:12:59.482857
66b3392a-09f6-4dec-b38e-0a912863cf42,99f2d164-1819-4ca7-8271-7f5cc30cba00,887aef64-c143-4b13-b465-d7243f5bace6,3,4,False,2025-03-06T20:17:25.503733
4766478b-b79c-4321-905c-ba2689a75d7e,4f2b50b5-4885-4a88-a7ca-42ca30d1c8a8,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,2,6,,2025-03-07T09:01:39.420846
59ce65da-5d76-41fa-8000-3effa4637fb9,a9a053f7-0d1b-46ff-884e-50eaf7cce384,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,2,3,,2025-03-07T09:05:19.523300
e5e43e58-02c8-4072-8003-6a6d04864194,eddb8d87-c096-4031-8e16-485bdc040451,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,4,3,True,2025-03-07T09:09:25.936461
12ae92a6-09e9-43d0-bb63-4e1879cfafc2,e295355c-6b1d-473b-a3e1-866a1ff77531,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,4,3,False,2025-03-07T09:13:40.640813
2c5f53e9-b52a-49f0-94ee-6b97c5be5ad9,dde05e1c-c971-41ec-9d5c-665a2f7332e9,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,6,5,False,2025-03-07T09:17:12.015753
2a2371a0-bfa9-4952-a755-d1da1466b3e2,05e04775-d4d0-4d34-921e-2e5beaef8cd0,dae74111-1e9c-4b75-8b70-7f7d06056baa,4,2,True,2025-03-07T10:01:39.277713
64199f6f-d25f-45af-8bb4-a6ebd5a16c42,93d78cd6-ac03-4435-b131-b106183513de,dae74111-1e9c-4b75-8b70-7f7d06056baa,5,4,True,2025-03-07T10:05:27.983977
a7c76408-974f-4e75-9375-2e5b087b30c9,7211d2a3-bac5-42a1-a137-a05df565dc45,dae74111-1e9c-4b75-8b70-7f7d06056baa,2,3,,2025-03-07T10:09:03.484379
04d1f6cc-7e6e-4afa-8cfa-93f4656d36e0,e86ad7da-421e-4781-ada0-cc787190de9f,dae74111-1e9c-4b75-8b70-7f7d06056baa,4,4,False,2025-03-07T10:13:50.424164
12f1d910-835e-4941-b70f-5c8ec64f78ca,917fd39c-8f95-4215-bbf5-efd02245195d,dae74111-1e9c-4b75-8b70-7f7d06056baa,5,5,True,2025-03-07T10:16:59.740881
c4d2313c-27a7-4a6b-9a0f-f8bd76a956d7,7c1b6d2c-ac2f-4bc6-8588-c2cf2135e85e,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,4,4,True,2025-03-08T11:01:04.196764
521ff23b-1039-49f7-8d0c-92500d28d6df,637a942a-8739-424b-ac5d-e8024ea44fd2,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,4,3,True,2025-03-08T11:05:00.878106
7b385edb-fa46-48c7-8838-253f783d9ddd,fe5142da-4a6d-48f6-906e-813c48bbb071,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,3,5,True,2025-03-08T11:09:44.912084
e6b19729-426a-4b77-a497-f9ceb0b6597e,a4291a4e-dc4f-4cc1-9691-90ce75f8d99d,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,4,5,True,2025-03-08T11:13:32.121387
44ee9031-067c-4444-9fd7-2bc5cf45b181,c61ca1cd-632f-47d1-b76d-8731b3a57a58,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,4,4,False,2025-03-08T11:17:25.106213
b9386ce8-1d42-4aec-9c75-0e2c74c57951,2b99aa3b-49c5-4ee7-8e45-2c0f17545658,46abd960-f838-48db-901d-7f989538c01d,3,4,True,2025-03-08T12:01:23.045510
0eaac880-a01a-49c4-8d03-465ce9656a1e,6accdf51-b966-4fdf-837f-5f4296844c27,46abd960-f838-48db-901d-7f989538c01d,4,4,True,2025-03-08T12:04:51.034154
059c6c9c-235c-4bc8-b9eb-73fd652a9790,9177785d-61b5-4265-bc1a-d0ace862d592,46abd960-f838-48db-901d-7f989538c01d,3,7,True,2025-03-08T12:09:07.882717
0b0bbed5-8ada-46f5-9b6c-98b24e2570ca,d0ffb181-29e9-4075-954b-907413eed12b,46abd960-f838-48db-901d-7f989538c01d,1,6,,2025-03-08T12:13:29.560159
9030222d-cf86-4872-b655-791aa14196d5,876bfa2a-61f4-4782-a481-a9e3dbdf35ea,46abd960-f838-48db-901d-7f989538c01d,3,4,,2025-03-08T12:17:13.701856
7864d7c2-e2b5-4400-994a-17c9baf00a4f,9e5766d2-143d-4edc-847c-21e652d01038,c8f4e76f-7cfc-486c-af8f-c06870364e14,3,4,True,2025-03-09T13:01:23.982092
22f5afc1-24ec-4cec-a74e-e941032a8b6e,34dfad12-ad53-4043-b80a-0d6721c6d805,c8f4e76f-7cfc-486c-af8f-c06870364e14,3,4,True,2025-03-09T13:05:10.311378
d5bf4830-35e5-4213-97e4-b0b69be91a40,ee014280-e8e0-42e7-b9d4-e0b8f8d0aef6,c8f4e76f-7cfc-486c-af8f-c06870364e14,6,3,False,2025-03-09T13:08:59.579035
3e66d0ad-9a3e-4ef6-9cf0-a7017b82f619,105cbf72-2aaf-4794-8ea0-50b9dee1aabf,c8f4e76f-7cfc-486c-af8f-c06870364e14,5,5,True,2025-03-09T13:13:01.405037
3b050bea-d2cc-47a7-84c7-a56ff443e226,896105ce-39e5-4228-868c-6b6bb4c205d5,c8f4e76f-7cfc-486c-af8f-c06870364e14,6,3,False,2025-03-09T13:17:24.426327
f763c8db-f1ca-4d6e-a5a7-08490d143626,2dc09cb6-c4ae-4717-b9e4-6f704081b591,717b07fb-b356-4837-8462-b7ccd72b5e64,4,7,False,2025-03-09T14:00:56.516014
d564478d-6351-420a-bf07-11bd02fa12c1,614e02db-30a4-4a60-9b69-55b1c44c3cab,717b07fb-b356-4837-8462-b7ccd72b5e64,2,5,True,2025-03-09T14:05:18.183111
c4a691be-1bf0-49f7-83fc-6b121e645001,f0602c33-ee50-40f3-8beb-21874899ccfc,717b07fb-b356-4837-8462-b7ccd72b5e64,5,3,True,2025-03-09T14:09:43.745941
964f675f-2e14-4a3c-8041-5ac3d6283689,5001fafa-92b2-4322-9523-96f96533ae1c,717b07fb-b356-4837-8462-b7ccd72b5e64,4,4,True,2025-03-09T14:12:44.368855
bc0966d6-8179-4a53-9143-3a19d6b285e3,dfa114e0-f981-4c9d-85fb-c8b51e8732fd,717b07fb-b356-4837-8462-b7ccd72b5e64,2,3,True,2025-03-09T14:17:51.767071
ca2f270d-b174-472d-9605-f1c73a23b8e4,74221506-d4e4-42fa-8876-633577bfc1b1,95b65272-7617-43a8-8cc6-910de3fc0e61,3,4,True,2025-03-10T15:01:05.093610
af823687-addf-4d99-8f23-5ded98f0a028,5e4eeba4-3231-48a6-9508-f712c41a5276,95b65272-7617-43a8-8cc6-910de3fc0e61,5,4,True,2025-03-10T15:05:17.453910
d0c08095-e3cf-449c-a55b-6e6605af72c4,3eb6359c-cbf3-46a6-8a82-06284c32fb4a,95b65272-7617-43a8-8cc6-910de3fc0e61,2,2,,2025-03-10T15:09:47.482843
c6c740f3-cfef-4dc9-83ef-f72ce2899d94,c74b376b-7b9a-4224-92cc-37a3e5109b5a,95b65272-7617-43a8-8cc6-910de3fc0e61,6,6,True,2025-03-10T15:13:26.625867
bb11676f-b30a-46b8-bc4f-f601da682b33,48d9f1cf-c111-45ab-a759-9f81c5b1969e,95b65272-7617-43a8-8cc6-910de3fc0e61,4,4,False,2025-03-10T15:17:48.742556
7fda3f25-00ee-4eb3-ab3e-b2aab521f0e4,40f75825-e2b5-4fcd-a079-ea860293e8e3,5276b59c-dd71-491d-a936-9bc2d040743d,5,5,True,2025-03-10T16:01:20.653232
133001bc-e867-456b-8f80-61b359f375a8,84b75ff7-857c-4d93-8efa-ef5d6ad866f6,5276b59c-dd71-491d-a936-9bc2d040743d,5,5,True,2025-03-10T16:05:54.655517
140677ca-6599-48dd-a7c2-d31234190e31,a966b0e0-f8e2-4ae0-9b06-98238f310aea,5276b59c-dd71-491d-a936-9bc2d040743d,4,2,False,2025-03-10T16:09:49.515418
b6e4fbf9-d765-41d7-98c8-b74b510f84e8,be95a4b8-46b6-497c-b35f-0e25cb2af13d,5276b59c-dd71-491d-a936-9bc2d040743d,4,3,False,2025-03-10T16:13:19.088197
e14da1cb-3358-4eff-bb2d-01c9683f2b79,178b07d7-3fc8-490e-afb6-047a6a4343f0,5276b59c-dd71-491d-a936-9bc2d040743d,3,4,True,2025-03-10T16:17:44.243207
