id,session_id,scenario_type,scenario_order,risk_score,warning_level,outcome,started_at,completed_at
afcad967-eda1-4f7d-b439-6dfe18d2c070,89034812-6122-49ee-a74b-80c69ebadf61,NEW_DEVICE,1,0.835,HIGH,COMPLETED_SAFE,2025-03-06T19:04:00,2025-03-06T19:04:30.635919
84560abc-32a9-442a-9ffe-016ae7d42d3a,89034812-6122-49ee-a74b-80c69ebadf61,FILE_SHARE,2,0.257,LOW,COMPLETED_SAFE,2025-03-06T19:08:00,2025-03-06T19:08:26.982706
6ade127d-5c06-4404-b279-ce32a801e282,89034812-6122-49ee-a74b-80c69ebadf61,WIFI_ACCESS,3,0.082,NONE,UNSAFE_ACTION,2025-03-06T19:12:00,2025-03-06T19:12:57.233356
af5898bb-9acd-4795-95b2-826cb5a4ff96,89034812-6122-49ee-a74b-80c69ebadf61,UNUSUAL_DOWNLOAD,4,0.425,MEDIUM,ABANDONED,2025-03-06T19:16:00,2025-03-06T19:17:15.037436
97e72fce-0506-4489-9bcc-1709b16fa16d,887aef64-c143-4b13-b465-d7243f5bace6,PHISHING,0,0.624,MEDIUM,BYPASSED,2025-03-06T20:00:00,2025-03-06T20:01:19.212246
3b339947-11af-4ee0-babc-c90426bc4ce1,887aef64-c143-4b13-b465-d7243f5bace6,NEW_DEVICE,1,0.602,MEDIUM,BYPASSED,2025-03-06T20:04:00,2025-03-06T20:04:57.449173
64b99942-e1d1-43b7-800a-17d1612d42d1,887aef64-c143-4b13-b465-d7243f5bace6,FILE_SHARE,2,0.855,HIGH,ABANDONED,2025-03-06T20:08:00,2025-03-06T20:08:58.263268
4c2a4277-27d8-4a29-92f8-3d133834d0c7,887aef64-c143-4b13-b465-d7243f5bace6,WIFI_ACCESS,3,0.8,HIGH,COMPLETED_SAFE,2025-03-06T20:12:00,2025-03-06T20:12:29.482857
99f2d164-1819-4ca7-8271-7f5cc30cba00,887aef64-c143-4b13-b465-d7243f5bace6,UNUSUAL_DOWNLOAD,4,0.632,MEDIUM,BYPASSED,2025-03-06T20:16:00,2025-03-06T20:16:55.503733
4f2b50b5-4885-4a88-a7ca-42ca30d1c8a8,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,PHISHING,0,0.165,NONE,UNSAFE_ACTION,2025-03-07T09:00:00,2025-03-07T09:01:09.420846
a9a053f7-0d1b-46ff-884e-50eaf7cce384,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,NEW_DEVICE,1,0.121,NONE,UNSAFE_ACTION,2025-03-07T09:04:00,2025-03-07T09:04:49.523300
eddb8d87-c096-4031-8e16-485bdc040451,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,FILE_SHARE,2,0.743,HIGH,BYPASSED,2025-03-07T09:08:00,2025-03-07T09:08:55.936461
e295355c-6b1d-473b-a3e1-866a1ff77531,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,WIFI_ACCESS,3,0.675,MEDIUM,COMPLETED_SAFE,2025-03-07T09:12:00,2025-03-07T09:13:10.640813
dde05e1c-c971-41ec-9d5c-665a2f7332e9,6b1cd084-d8a1-4b7c-98e4-5d6a16585c37,UNUSUAL_DOWNLOAD,4,0.85,HIGH,COMPLETED_SAFE,2025-03-07T09:16:00,2025-03-07T09:16:42.015753
05e04775-d4d0-4d34-921e-2e5beaef8cd0,dae74111-1e9c-4b75-8b70-7f7d06056baa,PHISHING,0,0.796,HIGH,COMPLETED_SAFE,2025-03-07T10:00:00,2025-03-07T10:01:09.277713
93d78cd6-ac03-4435-b131-b106183513de,dae74111-1e9c-4b75-8b70-7f7d06056baa,NEW_DEVICE,1,0.853,HIGH,COMPLETED_SAFE,2025-03-07T10:04:00,2025-03-07T10:04:57.983977
7211d2a3-bac5-42a1-a137-a05df565dc45,dae74111-1e9c-4b75-8b70-7f7d06056baa,FILE_SHARE,2,0.059,NONE,ABANDONED,2025-03-07T10:08:00,2025-03-07T10:08:33.484379
e86ad7da-421e-4781-ada0-cc787190de9f,dae74111-1e9c-4b75-8b70-7f7d06056baa,WIFI_ACCESS,3,0.947,HIGH,COMPLETED_SAFE,2025-03-07T10:12:00,2025-03-07T10:13:20.424164
917fd39c-8f95-4215-bbf5-efd02245195d,dae74111-1e9c-4b75-8b70-7f7d06056baa,UNUSUAL_DOWNLOAD,4,0.83,HIGH,ABANDONED,2025-03-07T10:16:00,2025-03-07T10:16:29.740881
7c1b6d2c-ac2f-4bc6-8588-c2cf2135e85e,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,PHISHING,0,0.436,MEDIUM,COMPLETED_SAFE,2025-03-08T11:00:00,2025-03-08T11:00:34.196764
637a942a-8739-424b-ac5d-e8024ea44fd2,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,NEW_DEVICE,1,0.639,MEDIUM,COMPLETED_SAFE,2025-03-08T11:04:00,2025-03-08T11:04:30.878106
fe5142da-4a6d-48f6-906e-813c48bbb071,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,FILE_SHARE,2,0.582,MEDIUM,COMPLETED_SAFE,2025-03-08T11:08:00,2025-03-08T11:09:14.912084
a4291a4e-dc4f-4cc1-9691-90ce75f8d99d,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,WIFI_ACCESS,3,0.315,LOW,COMPLETED_SAFE,2025-03-08T11:12:00,2025-03-08T11:13:02.121387
c61ca1cd-632f-47d1-b76d-8731b3a57a58,3f0bbfc8-ea49-4c5f-8c87-3f3fa1c6b9e6,UNUSUAL_DOWNLOAD,4,0.289,LOW,COMPLETED_SAFE,2025-03-08T11:16:00,2025-03-08T11:16:55.106213
2b99aa3b-49c5-4ee7-8e45-2c0f17545658,46abd960-f838-48db-901d-7f989538c01d,PHISHING,0,0.204,LOW,ABANDONED,2025-03-08T12:00:00,2025-03-08T12:00:53.045510
6accdf51-b966-4fdf-837f-5f4296844c27,46abd960-f838-48db-901d-7f989538c01d,NEW_DEVICE,1,0.896,HIGH,BYPASSED,2025-03-08T12:04:00,2025-03-08T12:04:21.034154
9177785d-61b5-4265-bc1a-d0ace862d592,46abd960-f838-48db-901d-7f989538c01d,FILE_SHARE,2,0.456,MEDIUM,BYPASSED,2025-03-08T12:08:00,2025-03-08T12:08:37.882717
d0ffb181-29e9-4075-954b-907413eed12b,46abd960-f838-48db-901d-7f989538c01d,WIFI_ACCESS,3,0.185,NONE,UNSAFE_ACTION,2025-03-08T12:12:00,2025-03-08T12:12:59.560159
876bfa2a-61f4-4782-a481-a9e3dbdf35ea,46abd960-f838-48db-901d-7f989538c01d,UNUSUAL_DOWNLOAD,4,0.097,NONE,UNSAFE_ACTION,2025-03-08T12:16:00,2025-03-08T12:16:43.701856
9e5766d2-143d-4edc-847c-21e652d01038,c8f4e76f-7cfc-486c-af8f-c06870364e14,PHISHING,0,0.447,MEDIUM,ABANDONED,2025-03-09T13:00:00,2025-03-09T13:00:53.982092
34dfad12-ad53-4043-b80a-0d6721c6d805,c8f4e76f-7cfc-486c-af8f-c06870364e14,NEW_DEVICE,1,0.328,LOW,ABANDONED,2025-03-09T13:04:00,2025-03-09T13:04:40.311378
ee014280-e8e0-42e7-b9d4-e0b8f8d0aef6,c8f4e76f-7cfc-486c-af8f-c06870364e14,FILE_SHARE,2,0.935,HIGH,BYPASSED,2025-03-09T13:08:00,2025-03-09T13:08:29.579035
105cbf72-2aaf-4794-8ea0-50b9dee1aabf,c8f4e76f-7cfc-486c-af8f-c06870364e14,WIFI_ACCESS,3,0.409,MEDIUM,ABANDONED,2025-03-09T13:12:00,2025-03-09T13:12:31.405037
896105ce-39e5-4228-868c-6b6bb4c205d5,c8f4e76f-7cfc-486c-af8f-c06870364e14,UNUSUAL_DOWNLOAD,4,0.976,HIGH,BYPASSED,2025-03-09T13:16:00,2025-03-09T13:16:54.426327
2dc09cb6-c4ae-4717-b9e4-6f704081b591,717b07fb-b356-4837-8462-b7ccd72b5e64,PHISHING,0,0.601,MEDIUM,BYPASSED,2025-03-09T14:00:00,2025-03-09T14:00:26.516014
614e02db-30a4-4a60-9b69-55b1c44c3cab,717b07fb-b356-4837-8462-b7ccd72b5e64,NEW_DEVICE,1,0.239,LOW,BYPASSED,2025-03-09T14:04:00,2025-03-09T14:04:48.183111
f0602c33-ee50-40f3-8beb-21874899ccfc,717b07fb-b356-4837-8462-b7ccd72b5e64,FILE_SHARE,2,0.946,HIGH,ABANDONED,2025-03-09T14:08:00,2025-03-09T14:09:13.745941
5001fafa-92b2-4322-9523-96f96533ae1c,717b07fb-b356-4837-8462-b7ccd72b5e64,WIFI_ACCESS,3,0.291,LOW,COMPLETED_SAFE,2025-03-09T14:12:00,2025-03-09T14:12:14.368855
dfa114e0-f981-4c9d-85fb-c8b51e8732fd,717b07fb-b356-4837-8462-b7ccd72b5e64,UNUSUAL_DOWNLOAD,4,0.415,MEDIUM,COMPLETED_SAFE,2025-03-09T14:16:00,2025-03-09T14:17:21.767071
74221506-d4e4-42fa-8876-633577bfc1b1,95b65272-7617-43a8-8cc6-910de3fc0e61,PHISHING,0,0.663,MEDIUM,COMPLETED_SAFE,2025-03-10T15:00:00,2025-03-10T15:00:35.093610
5e4eeba4-3231-48a6-9508-f712c41a5276,95b65272-7617-43a8-8cc6-910de3fc0e61,NEW_DEVICE,1,0.819,HIGH,BYPASSED,2025-03-10T15:04:00,2025-03-10T15:04:47.453910
3eb6359c-cbf3-46a6-8a82-06284c32fb4a,95b65272-7617-43a8-8cc6-910de3fc0e61,FILE_SHARE,2,0.187,NONE,UNSAFE_ACTION,2025-03-10T15:08:00,2025-03-10T15:09:17.482843
c74b376b-7b9a-4224-92cc-37a3e5109b5a,95b65272-7617-43a8-8cc6-910de3fc0e61,WIFI_ACCESS,3,0.84,HIGH,COMPLETED_SAFE,2025-03-10T15:12:00,2025-03-10T15:12:56.625867
48d9f1cf-c111-45ab-a759-9f81c5b1969e,95b65272-7617-43a8-8cc6-910de3fc0e61,UNUSUAL_DOWNLOAD,4,0.62,MEDIUM,COMPLETED_SAFE,2025-03-10T15:16:00,2025-03-10T15:17:18.742556
40f75825-e2b5-4fcd-a079-ea860293e8e3,5276b59c-dd71-491d-a936-9bc2d040743d,PHISHING,0,0.703,HIGH,BYPASSED,2025-03-10T16:00:00,2025-03-10T16:00:50.653232
84b75ff7-857c-4d93-8efa-ef5d6ad866f6,5276b59c-dd71-491d-a936-9bc2d040743d,NEW_DEVICE,1,0.911,HIGH,COMPLETED_SAFE,2025-03-10T16:04:00,2025-03-10T16:05:24.655517
a966b0e0-f8e2-4ae0-9b06-98238f310aea,5276b59c-dd71-491d-a936-9bc2d040743d,FILE_SHARE,2,0.559,MEDIUM,COMPLETED_SAFE,2025-03-10T16:08:00,2025-03-10T16:09:19.515418
be95a4b8-46b6-497c-b35f-0e25cb2af13d,5276b59c-dd71-491d-a936-9bc2d040743d,WIFI_ACCESS,3,0.604,MEDIUM,COMPLETED_SAFE,2025-03-10T16:12:00,2025-03-10T16:12:49.088197
178b07d7-3fc8-490e-afb6-047a6a4343f0,5276b59c-dd71-491d-a936-9bc2d040743d,UNUSUAL_DOWNLOAD,4,0.311,LOW,COMPLETED_SAFE,2025-03-10T16:16:00,2025-03-10T16:17:14.243207
